NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME DATABASE ID RELEASE 83%2029482	REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME DATABASE ID RELEASE 83%2029482		53	-0.2886571	-1.0146639	0.37572256	0.74604523	1.0	814	tags=13%, list=5%, signal=14%	
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS		41	-0.2962786	-1.0146016	0.4245283	0.74546623	1.0	1248	tags=20%, list=8%, signal=21%	
GOLGI TO PLASMA MEMBRANE TRANSPORT%GOBP%GO:0006893	GOLGI TO PLASMA MEMBRANE TRANSPORT%GOBP%GO:0006893		46	-0.29262507	-1.0145916	0.4223301	0.74474704	1.0	2736	tags=33%, list=18%, signal=40%	
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137	NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137		19	-0.37216476	-1.0140508	0.4	0.7455965	1.0	2801	tags=42%, list=18%, signal=51%	
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT		111	-0.25218514	-1.0139976	0.4	0.7450165	1.0	1947	tags=17%, list=13%, signal=19%	
ANTI-INFLAMMATORY RESPONSE FAVOURING LEISHMANIA PARASITE INFECTION%REACTOME DATABASE ID RELEASE 83%9662851	ANTI-INFLAMMATORY RESPONSE FAVOURING LEISHMANIA PARASITE INFECTION%REACTOME DATABASE ID RELEASE 83%9662851		56	-0.28560996	-1.0139048	0.43023255	0.74448335	1.0	1749	tags=18%, list=11%, signal=20%	
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K		30	-0.3106193	-1.0138271	0.4279476	0.7439642	1.0	2456	tags=27%, list=16%, signal=32%	
REPLICATION FORK PROCESSING%GOBP%GO:0031297	REPLICATION FORK PROCESSING%GOBP%GO:0031297		42	-0.2949943	-1.012994	0.42916667	0.7457447	1.0	289	tags=7%, list=2%, signal=7%	
CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME DATABASE ID RELEASE 83%8856828	CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME DATABASE ID RELEASE 83%8856828		127	-0.24152696	-1.0129117	0.45454547	0.7451996	1.0	1087	tags=12%, list=7%, signal=13%	
NEURAL CREST CELL DIFFERENTIATION%GOBP%GO:0014033	NEURAL CREST CELL DIFFERENTIATION%GOBP%GO:0014033		47	-0.29223835	-1.0124686	0.4065934	0.74578923	1.0	1668	tags=21%, list=11%, signal=24%	
DNA IR-DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20220510%WP4016%HOMO SAPIENS	DNA IR-DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20220510%WP4016%HOMO SAPIENS		58	-0.27638003	-1.0122287	0.4244186	0.7457724	1.0	3198	tags=29%, list=21%, signal=37%	
CARTILAGE DEVELOPMENT%GOBP%GO:0051216	CARTILAGE DEVELOPMENT%GOBP%GO:0051216		42	-0.29131228	-1.0119809	0.40271494	0.74573386	1.0	1134	tags=14%, list=7%, signal=15%	
IFN-GAMMA%IOB%IFN-GAMMA	IFN-GAMMA%IOB%IFN-GAMMA		20	-0.35972196	-1.0099066	0.4408602	0.7511441	1.0	2208	tags=25%, list=14%, signal=29%	
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043537	NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043537		25	-0.34050483	-1.0095932	0.4148148	0.7513497	1.0	3118	tags=40%, list=20%, signal=50%	
REGULATION OF CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:2000369	REGULATION OF CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:2000369		16	-0.3674659	-1.0088581	0.43103448	0.7527861	1.0	1814	tags=31%, list=12%, signal=35%	
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903076	REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903076		77	-0.25859633	-1.0088525	0.45394737	0.75205153	1.0	1172	tags=14%, list=8%, signal=15%	
PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1990778	PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1990778		161	-0.24331556	-1.0079882	0.43939394	0.75392014	1.0	1720	tags=19%, list=11%, signal=21%	
REGULATION OF DENDRITE DEVELOPMENT%GOBP%GO:0050773	REGULATION OF DENDRITE DEVELOPMENT%GOBP%GO:0050773		56	-0.28240654	-1.007368	0.44785276	0.7549843	1.0	1528	tags=16%, list=10%, signal=18%	
DARPP-32 EVENTS%REACTOME DATABASE ID RELEASE 83%180024	DARPP-32 EVENTS%REACTOME DATABASE ID RELEASE 83%180024		23	-0.3398215	-1.0062454	0.4169884	0.7575923	1.0	2232	tags=30%, list=15%, signal=36%	
PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY		42	-0.29511303	-1.0059199	0.4568528	0.7577908	1.0	1934	tags=26%, list=13%, signal=30%	
CEREBRAL CORTEX CELL MIGRATION%GOBP%GO:0021795	CEREBRAL CORTEX CELL MIGRATION%GOBP%GO:0021795		18	-0.35151413	-1.005702	0.4318182	0.75764996	1.0	4	tags=6%, list=0%, signal=6%	
IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP49%HOMO SAPIENS	IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP49%HOMO SAPIENS		32	-0.31919414	-1.0053197	0.42060086	0.75797707	1.0	2208	tags=31%, list=14%, signal=36%	
PINK1-PRKN MEDIATED MITOPHAGY%REACTOME%R-HSA-5205685.3	PINK1-PRKN MEDIATED MITOPHAGY%REACTOME%R-HSA-5205685.3		21	-0.3392288	-1.0041925	0.4099617	0.76068765	1.0	870	tags=19%, list=6%, signal=20%	
ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032509	ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032509		39	-0.3012887	-1.004102	0.43540668	0.760189	1.0	2652	tags=28%, list=17%, signal=34%	
PALLIUM DEVELOPMENT%GOBP%GO:0021543	PALLIUM DEVELOPMENT%GOBP%GO:0021543		57	-0.27914348	-1.0028101	0.39664805	0.76333636	1.0	1210	tags=14%, list=8%, signal=15%	
PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009126	PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009126		22	-0.34530613	-1.0024164	0.44981414	0.7637762	1.0	1719	tags=23%, list=11%, signal=26%	
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%R-HSA-451326.3	ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%R-HSA-451326.3		26	-0.32641983	-1.0023379	0.43495935	0.76326376	1.0	2124	tags=27%, list=14%, signal=31%	
REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051438	REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051438		40	-0.30079457	-1.0018672	0.4225352	0.76387894	1.0	1109	tags=15%, list=7%, signal=16%	
REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153	REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153		34	-0.3097989	-1.0009197	0.4327731	0.76590234	1.0	2881	tags=35%, list=19%, signal=43%	
IMATINIB AND CHRONIC MYELOID LEUKEMIA%WIKIPATHWAYS_20220510%WP3640%HOMO SAPIENS	IMATINIB AND CHRONIC MYELOID LEUKEMIA%WIKIPATHWAYS_20220510%WP3640%HOMO SAPIENS		16	-0.37041056	-1.0008287	0.48188406	0.76546437	1.0	1248	tags=19%, list=8%, signal=20%	
INACTIVATION OF CSF3 (G-CSF) SIGNALING%REACTOME%R-HSA-9705462.1	INACTIVATION OF CSF3 (G-CSF) SIGNALING%REACTOME%R-HSA-9705462.1		20	-0.35556388	-1.0004746	0.4351145	0.7658324	1.0	856	tags=20%, list=6%, signal=21%	
PROTEIN QUALITY CONTROL FOR MISFOLDED OR INCOMPLETELY SYNTHESIZED PROTEINS%GOBP%GO:0006515	PROTEIN QUALITY CONTROL FOR MISFOLDED OR INCOMPLETELY SYNTHESIZED PROTEINS%GOBP%GO:0006515		28	-0.31667978	-1.0004603	0.4099617	0.76513016	1.0	1197	tags=14%, list=8%, signal=15%	
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000243	POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000243		28	-0.32115766	-1.000384	0.43650794	0.76463777	1.0	1006	tags=11%, list=7%, signal=11%	
INTEGRIN-MEDIATED CELL ADHESION%WIKIPATHWAYS_20220510%WP185%HOMO SAPIENS	INTEGRIN-MEDIATED CELL ADHESION%WIKIPATHWAYS_20220510%WP185%HOMO SAPIENS		64	-0.26728123	-0.99999785	0.42105263	0.7650523	1.0	2507	tags=25%, list=16%, signal=30%	
RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME DATABASE ID RELEASE 83%8876198	RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME DATABASE ID RELEASE 83%8876198		82	-0.25897083	-0.9998517	0.49612403	0.7647317	1.0	2173	tags=23%, list=14%, signal=27%	
NOTCH SIGNALING PATHWAY%GOBP%GO:0007219	NOTCH SIGNALING PATHWAY%GOBP%GO:0007219		38	-0.30511189	-0.9996518	0.41908714	0.7646088	1.0	2373	tags=21%, list=15%, signal=25%	
CELL VOLUME HOMEOSTASIS%GOBP%GO:0006884	CELL VOLUME HOMEOSTASIS%GOBP%GO:0006884		23	-0.33903718	-0.99889034	0.42205322	0.7663143	1.0	2847	tags=39%, list=19%, signal=48%	
PLATELET SENSITIZATION BY LDL%REACTOME DATABASE ID RELEASE 83%432142	PLATELET SENSITIZATION BY LDL%REACTOME DATABASE ID RELEASE 83%432142		16	-0.36614573	-0.99869156	0.449827	0.76614136	1.0	1749	tags=31%, list=11%, signal=35%	
BMAL1:CLOCK,NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION%REACTOME DATABASE ID RELEASE 83%1368108	BMAL1:CLOCK,NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION%REACTOME DATABASE ID RELEASE 83%1368108		25	-0.3300128	-0.99739933	0.45849803	0.7691959	1.0	2568	tags=36%, list=17%, signal=43%	
REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375	REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375		92	-0.2554158	-0.99612296	0.46280992	0.77218515	1.0	1172	tags=15%, list=8%, signal=16%	
RESPONSE TO PEPTIDE HORMONE%GOBP%GO:0043434	RESPONSE TO PEPTIDE HORMONE%GOBP%GO:0043434		147	-0.2354493	-0.99585384	0.48	0.77222717	1.0	2223	tags=24%, list=14%, signal=28%	
PEPTIDYL-THREONINE DEPHOSPHORYLATION%GOBP%GO:0035970	PEPTIDYL-THREONINE DEPHOSPHORYLATION%GOBP%GO:0035970		17	-0.35418475	-0.9955818	0.48363635	0.7722719	1.0	2589	tags=29%, list=17%, signal=35%	
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	HEART VALVE MORPHOGENESIS%GOBP%GO:0003179		44	-0.29503673	-0.9944849	0.43523315	0.7748341	1.0	241	tags=9%, list=2%, signal=9%	
REGULATION OF ORGAN GROWTH%GOBP%GO:0046620	REGULATION OF ORGAN GROWTH%GOBP%GO:0046620		31	-0.30839354	-0.9941522	0.45188284	0.77504325	1.0	1595	tags=26%, list=10%, signal=29%	
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124	NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124		21	-0.34492114	-0.9936231	0.4980695	0.7759282	1.0	1772	tags=24%, list=12%, signal=27%	
ETHER METABOLIC PROCESS%GOBP%GO:0018904	ETHER METABOLIC PROCESS%GOBP%GO:0018904		20	-0.35048985	-0.99324024	0.45848376	0.77634925	1.0	1227	tags=25%, list=8%, signal=27%	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 83%2500257	RESOLUTION OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 83%2500257		78	-0.2585819	-0.9930121	0.44852942	0.7762789	1.0	2354	tags=22%, list=15%, signal=26%	
GLYCOSYLATION%GOBP%GO:0070085	GLYCOSYLATION%GOBP%GO:0070085		172	-0.22965387	-0.99297833	0.5192308	0.7756233	1.0	1624	tags=15%, list=11%, signal=17%	
POLYOL METABOLIC PROCESS%GOBP%GO:0019751	POLYOL METABOLIC PROCESS%GOBP%GO:0019751		60	-0.27219757	-0.99157083	0.45833334	0.7790231	1.0	1427	tags=15%, list=9%, signal=16%	
ONCOGENIC MAPK SIGNALING%REACTOME DATABASE ID RELEASE 83%6802957	ONCOGENIC MAPK SIGNALING%REACTOME DATABASE ID RELEASE 83%6802957		74	-0.26488099	-0.9914686	0.53571427	0.77860147	1.0	1531	tags=20%, list=10%, signal=22%	
NEPHRON EPITHELIUM DEVELOPMENT%GOBP%GO:0072009	NEPHRON EPITHELIUM DEVELOPMENT%GOBP%GO:0072009		36	-0.2969728	-0.9913511	0.46728972	0.77819866	1.0	1763	tags=22%, list=11%, signal=25%	
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446		65	-0.2718754	-0.99106956	0.49068323	0.7782167	1.0	3334	tags=31%, list=22%, signal=39%	
GPCRS, OTHER%WIKIPATHWAYS_20220510%WP117%HOMO SAPIENS	GPCRS, OTHER%WIKIPATHWAYS_20220510%WP117%HOMO SAPIENS		40	-0.29008734	-0.9910435	0.47031963	0.77755284	1.0	1342	tags=18%, list=9%, signal=19%	
PHOTORECEPTOR CELL DEVELOPMENT%GOBP%GO:0042461	PHOTORECEPTOR CELL DEVELOPMENT%GOBP%GO:0042461		16	-0.3635596	-0.9908444	0.45541403	0.77735424	1.0	31	tags=6%, list=0%, signal=6%	
POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071677	POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071677		36	-0.29456687	-0.99033105	0.45412844	0.7781903	1.0	785	tags=11%, list=5%, signal=12%	
GPCRS, CLASS A RHODOPSIN-LIKE%WIKIPATHWAYS_20220510%WP455%HOMO SAPIENS	GPCRS, CLASS A RHODOPSIN-LIKE%WIKIPATHWAYS_20220510%WP455%HOMO SAPIENS		88	-0.25235456	-0.98993534	0.45038167	0.778625	1.0	1468	tags=16%, list=10%, signal=17%	
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013	POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013		80	-0.2534942	-0.9895232	0.45185184	0.7790691	1.0	618	tags=11%, list=4%, signal=12%	
TRIACYLGLYCERIDE SYNTHESIS%WIKIPATHWAYS_20220510%WP325%HOMO SAPIENS	TRIACYLGLYCERIDE SYNTHESIS%WIKIPATHWAYS_20220510%WP325%HOMO SAPIENS		15	-0.37579346	-0.98944753	0.4528302	0.7785401	1.0	1227	tags=27%, list=8%, signal=29%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072663	ESTABLISHMENT OF PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072663		20	-0.34599164	-0.9892268	0.46153846	0.7784651	1.0	1751	tags=20%, list=11%, signal=23%	
REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914	REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914		19	-0.3392057	-0.9891249	0.44339624	0.77798855	1.0	1766	tags=32%, list=11%, signal=36%	
NEGATIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904893	NEGATIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904893		16	-0.37075096	-0.98894155	0.44620255	0.7778108	1.0	2233	tags=31%, list=15%, signal=37%	
REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903214	REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903214		38	-0.29444942	-0.9888217	0.5022831	0.7773991	1.0	1237	tags=18%, list=8%, signal=20%	
CELL CYCLE%WIKIPATHWAYS_20220510%WP179%HOMO SAPIENS	CELL CYCLE%WIKIPATHWAYS_20220510%WP179%HOMO SAPIENS		72	-0.26154473	-0.98855525	0.46043167	0.77747726	1.0	1822	tags=17%, list=12%, signal=19%	
GAMMA-AMINOBUTYRIC ACID SIGNALING PATHWAY%GOBP%GO:0007214	GAMMA-AMINOBUTYRIC ACID SIGNALING PATHWAY%GOBP%GO:0007214		18	-0.35222015	-0.9878522	0.47311828	0.77883685	1.0	1246	tags=17%, list=8%, signal=18%	
PROTEIN TARGETING TO PEROXISOME%GOBP%GO:0006625	PROTEIN TARGETING TO PEROXISOME%GOBP%GO:0006625		20	-0.34599164	-0.9876042	0.4623656	0.7787853	1.0	1751	tags=20%, list=11%, signal=23%	
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043243	POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043243		24	-0.32815528	-0.98727965	0.45783132	0.7789859	1.0	3301	tags=38%, list=21%, signal=48%	
HISTONE H4-K5 ACETYLATION%GOBP%GO:0043981	HISTONE H4-K5 ACETYLATION%GOBP%GO:0043981		15	-0.36405048	-0.9871806	0.44954127	0.7785545	1.0	1779	tags=20%, list=12%, signal=23%	
SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249	SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249		25	-0.32283366	-0.9869532	0.45381525	0.7785014	1.0	775	tags=16%, list=5%, signal=17%	
E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION	E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION		35	-0.3017366	-0.9865736	0.46090534	0.77888495	1.0	2699	tags=26%, list=18%, signal=31%	
NUCLEAR RECEPTORS%WIKIPATHWAYS_20220510%WP170%HOMO SAPIENS	NUCLEAR RECEPTORS%WIKIPATHWAYS_20220510%WP170%HOMO SAPIENS		22	-0.3308153	-0.9856442	0.47191012	0.7808399	1.0	3087	tags=41%, list=20%, signal=51%	
DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE%REACTOME DATABASE ID RELEASE 83%4641262	DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE%REACTOME DATABASE ID RELEASE 83%4641262		26	-0.31768405	-0.9855729	0.47302905	0.7803085	1.0	2039	tags=19%, list=13%, signal=22%	
REGULATION OF MITOCHONDRIAL TRANSLATION%GOBP%GO:0070129	REGULATION OF MITOCHONDRIAL TRANSLATION%GOBP%GO:0070129		23	-0.32981965	-0.9854867	0.46520147	0.7798434	1.0	8	tags=4%, list=0%, signal=4%	
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669	POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669		33	-0.29869586	-0.98541224	0.5	0.7793387	1.0	3570	tags=45%, list=23%, signal=59%	
PHOSPHODIESTERASES IN NEURONAL FUNCTION%WIKIPATHWAYS_20220510%WP4222%HOMO SAPIENS	PHOSPHODIESTERASES IN NEURONAL FUNCTION%WIKIPATHWAYS_20220510%WP4222%HOMO SAPIENS		29	-0.3067766	-0.9849722	0.4327731	0.779972	1.0	2014	tags=21%, list=13%, signal=24%	
ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 83%400042	ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 83%400042		23	-0.33799154	-0.9849055	0.48518518	0.77943224	1.0	73	tags=9%, list=0%, signal=9%	
AUTOPHAGOSOME MATURATION%GOBP%GO:0097352	AUTOPHAGOSOME MATURATION%GOBP%GO:0097352		42	-0.28663328	-0.9847722	0.49758455	0.77907	1.0	784	tags=10%, list=5%, signal=10%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142	REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142		65	-0.25874206	-0.9829622	0.48795182	0.7837314	1.0	1998	tags=17%, list=13%, signal=19%	
HISTONE H4-K8 ACETYLATION%GOBP%GO:0043982	HISTONE H4-K8 ACETYLATION%GOBP%GO:0043982		15	-0.36405048	-0.9828204	0.5090361	0.78339	1.0	1779	tags=20%, list=12%, signal=23%	
OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009312	OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009312		15	-0.3835192	-0.98276514	0.47986576	0.782826	1.0	2026	tags=27%, list=13%, signal=31%	
NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20220510%WP4255%HOMO SAPIENS	NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20220510%WP4255%HOMO SAPIENS		51	-0.28284034	-0.98240256	0.4864865	0.7831728	1.0	2507	tags=25%, list=16%, signal=30%	
REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125	REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125		26	-0.32255667	-0.98156095	0.48249027	0.78489095	1.0	8	tags=4%, list=0%, signal=4%	
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY		17	-0.36324808	-0.9808895	0.44256756	0.78616834	1.0	1730	tags=18%, list=11%, signal=20%	
REGULATION OF DNA BINDING%GOBP%GO:0051101	REGULATION OF DNA BINDING%GOBP%GO:0051101		64	-0.26004067	-0.9801355	0.5030303	0.787562	1.0	1526	tags=16%, list=10%, signal=17%	
PID_LYSOPHOSPHOLIPID_PATHWAY%MSIGDB_C2%PID_LYSOPHOSPHOLIPID_PATHWAY	PID_LYSOPHOSPHOLIPID_PATHWAY%MSIGDB_C2%PID_LYSOPHOSPHOLIPID_PATHWAY		42	-0.2880323	-0.97979057	0.45454547	0.7877955	1.0	1094	tags=14%, list=7%, signal=15%	
SYNAPSE ASSEMBLY%GOBP%GO:0007416	SYNAPSE ASSEMBLY%GOBP%GO:0007416		74	-0.2608236	-0.9796974	0.5068493	0.7873362	1.0	1249	tags=12%, list=8%, signal=13%	
PROTEIN K63-LINKED DEUBIQUITINATION%GOBP%GO:0070536	PROTEIN K63-LINKED DEUBIQUITINATION%GOBP%GO:0070536		31	-0.3081244	-0.97964406	0.47727272	0.7867724	1.0	1441	tags=19%, list=9%, signal=21%	
DOLICHOL-LINKED OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006488	DOLICHOL-LINKED OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006488		16	-0.36024466	-0.978951	0.43189368	0.78809375	1.0	3937	tags=31%, list=26%, signal=42%	
REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861	REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861		21	-0.32843447	-0.9784341	0.49275362	0.7888726	1.0	1785	tags=29%, list=12%, signal=32%	
MITOCHONDRION DISASSEMBLY%GOBP%GO:0061726	MITOCHONDRION DISASSEMBLY%GOBP%GO:0061726		47	-0.28094175	-0.97818226	0.44692737	0.7888183	1.0	2837	tags=23%, list=18%, signal=29%	
PRADER-WILLI AND ANGELMAN SYNDROME%WIKIPATHWAYS_20220510%WP3998%HOMO SAPIENS	PRADER-WILLI AND ANGELMAN SYNDROME%WIKIPATHWAYS_20220510%WP3998%HOMO SAPIENS		37	-0.29914206	-0.97798526	0.42792794	0.7886736	1.0	1841	tags=24%, list=12%, signal=28%	
ALZHEIMER DISEASE-AMYLOID SECRETASE PATHWAY%PANTHER PATHWAY%P00003	ALZHEIMER DISEASE-AMYLOID SECRETASE PATHWAY%PANTHER PATHWAY%P00003		47	-0.28639165	-0.9777566	0.47393364	0.78858584	1.0	1912	tags=21%, list=12%, signal=24%	
TRABECULA MORPHOGENESIS%GOBP%GO:0061383	TRABECULA MORPHOGENESIS%GOBP%GO:0061383		20	-0.33999598	-0.9774859	0.48028675	0.7886432	1.0	1595	tags=30%, list=10%, signal=33%	
MYOBLAST DIFFERENTIATION%GOBP%GO:0045445	MYOBLAST DIFFERENTIATION%GOBP%GO:0045445		19	-0.3431916	-0.9773514	0.48504984	0.78827167	1.0	1995	tags=26%, list=13%, signal=30%	
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191		57	-0.27457264	-0.97726905	0.47204968	0.78777736	1.0	1493	tags=19%, list=10%, signal=21%	
GROWTH HORMONE RECEPTOR SIGNALING%REACTOME%R-HSA-982772.1	GROWTH HORMONE RECEPTOR SIGNALING%REACTOME%R-HSA-982772.1		16	-0.35477772	-0.9763148	0.4781145	0.7898917	1.0	612	tags=13%, list=4%, signal=13%	
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY		38	-0.29513094	-0.9757515	0.4924623	0.7908956	1.0	2699	tags=32%, list=18%, signal=38%	
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904892	REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904892		46	-0.28240544	-0.9753809	0.44723618	0.79129386	1.0	2414	tags=26%, list=16%, signal=31%	
